-1.67442968254966,-1.1241685426709
-1.66693902441608,-1.11611199485853
-1.66028585656803,-1.10943375996622
-1.65666111617754,-1.10509159936547
-1.65286885238073,-1.10200082348574
-1.65050680418076,-1.09883809039214
-1.64803754406907,-1.09617440441158
-1.64558094633447,-1.09374162841275
-1.64372230828141,-1.09157914932028
-1.64220087523714,-1.08894500078892
-1.64034778136682,-1.08637504061887
-1.63807285916159,-1.08488162516556
-1.63737312294383,-1.08279793981171
-1.63576392623263,-1.08086300844052
-1.63415866843939,-1.0792312866274
-1.6331987449325,-1.07820365146155
-1.63183800623958,-1.0774799951157
-1.63055785267881,-1.07577831576066
-1.62961891002209,-1.07463887432868
-1.62862166685271,-1.07294256388118
-1.62725417182896,-1.07193203514029
-1.62652274633285,-1.0711357312538
-1.6255410473047,-1.07058435803534
-1.62468060877177,-1.06908166217878
-1.62360808723121,-1.06805747260907
-1.62295097181648,-1.0669306555599
-1.62235440398522,-1.06626426997717
-1.62126236358334,-1.06550099194855
-1.62074037472503,-1.06486533155725
-1.61964487402987,-1.06345964667618
-1.61875260104197,-1.0625591995804
-1.61763142293528,-1.06161325584892
-1.61671102662268,-1.06043299036497
-1.61570482973236,-1.05926840874757
-1.61522853758546,-1.05852980248635
-1.6144728197345,-1.05737040679075
-1.61360292367044,-1.05654598769999
-1.61298643088692,-1.05584988161564
-1.61221772241918,-1.05464028353027
-1.61121780126329,-1.05380238446163
-1.61069797213026,-1.05276617283857
-1.61018004990945,-1.05230886460019
-1.6092894957948,-1.05165361548456
-1.60848948330272,-1.05110978445027
-1.60790659606828,-1.05034292842743
-1.60732702191813,-1.04991180309836
-1.6066017437703,-1.04931623762671
-1.60577914442516,-1.04850810716479
-1.60501348537251,-1.04771297925644
-1.60387228023151,-1.04703750217949
-1.60327552857671,-1.04632488868327
-1.60253815564139,-1.04537697955068
-1.60156117877,-1.04459149675217
-1.60083245862869,-1.04366941443181
-1.60026168703442,-1.04307743341541
-1.59963836005899,-1.04193817626521
-1.59883909208054,-1.04144474261532
-1.59815785105697,-1.04071121674284
-1.59710291650765,-1.03930308324695
-1.59620679200366,-1.03884264357205
-1.59534385895336,-1.03764653114114
-1.59446896618196,-1.03681485172085
-1.59362539091892,-1.03616122204191
-1.59274140257548,-1.03562616894742
-1.59204481975294,-1.03486046467826
-1.59118883136241,-1.03406557355381
-1.5903747949024,-1.03317201629219
-1.58967979060673,-1.03252018217737
-1.58882850078034,-1.03135569896299
-1.5877534301055,-1.03040618669955
-1.58701078074719,-1.02907816082936
-1.58628994718881,-1.02811921272057
-1.58531825715546,-1.02689711888668
-1.58406604833161,-1.02588591618934
-1.58318342897219,-1.0245517690998
-1.58241903039394,-1.02371360412004
-1.58156448275035,-1.02212506681762
-1.58107386135321,-1.02140559871102
-1.58029725379911,-1.02034706364646
-1.57936383879826,-1.01912490634054
-1.57834857876074,-1.01813007058757
-1.5773009317715,-1.01711890280933
-1.5760504046894,-1.01610536404295
-1.57460395833857,-1.01475750896122
-1.57329635706011,-1.01257415272521
-1.57229165842119,-1.01106134789048
-1.57039742148518,-1.01004663796804
-1.56812609189092,-1.00902400883294
-1.56692612792618,-1.00769329847908
-1.56561394630763,-1.00593419585076
-1.56423226412821,-1.00421141772848
-1.56262188812823,-1.00269043437871
-1.56065140522067,-1.00081353561524
-1.55776234853603,-0.997727428222849
-1.55570624279357,-0.995279837566083
-1.55284300559856,-0.992439110520857
-1.5493159487383,-0.988547128010561
-1.54464091221818,-0.98371323762418
-1.53736374048154,-0.974027017968036
